(1, 415, 84, 731, 223)
(1, 295, 182, 537, 284)
(1, 361, 502, 523, 564)
(1, 297, 120, 512, 206)
(1, 222, 0, 1024, 288)
(1, 458, 170, 614, 273)
(1, 578, 42, 910, 216)
(1, 254, 911, 590, 1024)
(1, 552, 218, 876, 332)
(1, 155, 180, 533, 330)
(1, 4, 285, 802, 578)
(1, 643, 342, 812, 439)
(1, 0, 324, 476, 503)
(1, 305, 352, 556, 445)
(1, 17, 396, 459, 572)
(1, 401, 115, 777, 253)
(1, 118, 202, 532, 280)
(1, 178, 62, 920, 321)
(1, 157, 75, 957, 361)
(1, 711, 496, 1012, 643)
(1, 305, 40, 689, 198)
(1, 416, 547, 801, 688)
(1, 473, 211, 667, 283)
(1, 662, 423, 1010, 546)
(1, 420, 17, 997, 318)
(1, 609, 249, 1024, 411)
(1, 385, 222, 530, 278)
(1, 0, 0, 522, 274)
(1, 451, 515, 589, 569)
(1, 424, 510, 769, 637)
(1, 274, 389, 632, 546)
(1, 248, 113, 640, 247)
(1, 120, 0, 453, 127)
(1, 529, 204, 877, 376)
(1, 29, 398, 804, 729)
(1, 84, 494, 798, 768)
(1, 185, 57, 923, 320)
(1, 71, 0, 287, 81)
(1, 467, 498, 704, 680)
(1, 475, 355, 1024, 685)
(1, 205, 551, 838, 775)
(1, 491, 59, 733, 153)
(1, 258, 467, 491, 633)
(1, 101, 535, 356, 710)
(1, 333, 420, 1024, 680)
(1, 158, 75, 961, 381)
(1, 770, 193, 996, 335)
(1, 46, 455, 283, 544)
(1, 1, 868, 392, 1014)
(1, 721, 347, 806, 421)
(1, 70, 64, 429, 198)
(1, 3, 642, 456, 768)
(1, 14, 589, 570, 843)
(1, 441, 398, 1024, 662)
(1, 150, 304, 833, 553)
(1, 178, 710, 312, 762)
(1, 224, 76, 889, 314)
(1, 616, 139, 758, 197)
(1, 165, 70, 953, 370)
(1, 158, 82, 952, 370)
(1, 105, 506, 863, 768)
(1, 131, 334, 807, 473)
(1, 303, 872, 517, 956)
(1, 259, 217, 609, 371)
(1, 206, 88, 618, 310)
(1, 531, 655, 683, 715)
(1, 449, 168, 712, 270)
(1, 98, 68, 902, 351)
(1, 396, 422, 599, 493)
(1, 255, 558, 473, 768)
(1, 174, 116, 253, 213)
(1, 214, 141, 268, 203)
(1, 372, 203, 441, 278)
(1, 172, 69, 334, 155)
(1, 117, 141, 189, 215)
(1, 455, 465, 494, 504)
(1, 61, 349, 111, 419)
(1, 463, 280, 535, 356)
(1, 204, 64, 326, 262)
(1, 190, 74, 321, 228)
(1, 53, 104, 175, 249)
(1, 151, 253, 270, 366)
(1, 192, 78, 324, 240)
(1, 236, 339, 292, 405)
(1, 360, 179, 452, 263)
(1, 295, 150, 367, 246)
(1, 197, 24, 347, 242)
(1, 464, 348, 558, 454)
(1, 25, 12, 96, 98)
(1, 113, 186, 197, 288)
(1, 192, 62, 290, 177)
(1, 128, 130, 202, 209)
(1, 120, 174, 196, 256)
(1, 637, 349, 700, 438)
(1, 55, 18, 345, 263)
(1, 98, 73, 182, 175)
(1, 227, 158, 268, 204)
(1, 49, 27, 382, 409)
(1, 479, 306, 550, 380)
(1, 204, 167, 242, 216)
(1, 208, 146, 268, 213)
(1, 8, 61, 373, 459)
(1, 536, 208, 586, 258)
(1, 529, 221, 631, 318)
